statuses_count,followers_count,friends_count,favourites_count,listed_count,sex_code,lang_code,tweets_per_day,account_age_days,description_length,default_profile,verified
6554.0,411.0,560.0,637.0,10.0,-2,2,0,0,56,0,0
1824.0,156.0,91.0,57.0,4.0,-2,2,0,0,64,0,0
3110.0,128.0,178.0,63.0,2.0,2,2,0,0,87,0,0
922.0,174.0,383.0,67.0,0.0,2,2,0,0,76,0,0
15703.0,337.0,321.0,123.0,4.0,0,2,0,0,89,0,0
185.0,128.0,487.0,121.0,2.0,-2,2,0,0,129,1,0
117.0,20.0,92.0,2.0,0.0,2,2,0,0,84,0,0
2630.0,44.0,133.0,16.0,1.0,2,2,0,0,148,1,0
3800.0,110.0,270.0,251.0,1.0,-2,2,0,0,84,0,0
1535.0,56.0,158.0,96.0,1.0,2,2,0,0,35,0,0
363.0,35.0,236.0,11.0,0.0,-2,2,0,0,38,0,0
3597.0,111.0,209.0,1.0,1.0,2,2,0,0,145,0,0
471.0,87.0,361.0,3.0,1.0,2,2,0,0,100,0,0
450.0,46.0,205.0,6.0,1.0,2,2,0,0,122,0,0
1359.0,1084.0,410.0,11.0,19.0,0,2,0,0,80,0,0
178.0,70.0,176.0,20.0,1.0,-2,2,0,0,158,1,0
604.0,80.0,206.0,0.0,0.0,0,2,0,0,116,0,0
5811.0,1578.0,332.0,11.0,35.0,-1,2,0,0,98,0,0
733.0,104.0,268.0,1.0,1.0,2,2,0,0,54,1,0
108.0,104.0,81.0,31.0,1.0,-2,2,0,0,60,0,0
274.0,20.0,80.0,4.0,0.0,0,2,0,0,11,0,0
11114.0,737.0,1968.0,437.0,2.0,2,2,0,0,13,0,0
568.0,158.0,209.0,19.0,2.0,-2,2,0,0,33,0,0
165.0,45.0,179.0,0.0,0.0,2,2,0,0,65,0,0
4837.0,222.0,338.0,5.0,0.0,2,2,0,0,67,0,0
5217.0,254.0,170.0,67.0,3.0,-2,2,0,0,62,0,0
30.0,9.0,37.0,0.0,0.0,2,2,0,0,45,1,0
2894.0,80.0,145.0,10.0,1.0,-2,2,0,0,40,0,0
4140.0,205.0,770.0,10.0,1.0,2,2,0,0,114,1,0
324.0,82.0,128.0,8.0,0.0,0,2,0,0,45,0,0
5315.0,219.0,383.0,186.0,3.0,1,2,0,0,160,0,0
593.0,193.0,879.0,16.0,0.0,0,2,0,0,129,1,0
18860.0,1377.0,693.0,646.0,50.0,-2,2,0,0,160,0,0
1806.0,193.0,117.0,393.0,1.0,2,2,0,0,6,0,0
1096.0,45.0,289.0,84.0,0.0,0,2,0,0,19,0,0
759.0,286.0,1625.0,2.0,1.0,0,2,0,0,160,0,0
5311.0,1249.0,886.0,296.0,37.0,0,2,0,0,76,0,0
903.0,126.0,273.0,6.0,1.0,2,2,0,0,78,0,0
360.0,14.0,38.0,4.0,0.0,2,2,0,0,23,0,0
7227.0,786.0,834.0,2356.0,9.0,0,2,0,0,155,0,0
19620.0,1084.0,899.0,38.0,26.0,-1,2,0,0,46,0,0
595.0,102.0,219.0,19.0,2.0,-2,2,0,0,95,0,0
1215.0,105.0,547.0,14.0,0.0,-2,2,0,0,95,0,0
634.0,430.0,546.0,5.0,3.0,2,2,0,0,160,1,0
2941.0,1230.0,1428.0,40.0,54.0,2,2,0,0,132,1,0
3784.0,336.0,787.0,173.0,3.0,2,2,0,0,92,0,0
185.0,12.0,66.0,4.0,0.0,2,2,0,0,133,1,0
288.0,42.0,148.0,21.0,3.0,0,2,0,0,78,0,0
440.0,58.0,256.0,1.0,1.0,2,2,0,0,90,0,0
1799.0,97.0,348.0,36.0,1.0,0,2,0,0,147,1,0
1200.0,4878.0,5335.0,2899.0,13.0,0,2,0,0,61,1,0
1336.0,152.0,193.0,355.0,0.0,2,2,0,0,153,0,0
648.0,95.0,89.0,59.0,3.0,-2,2,0,0,129,1,0
225.0,77.0,178.0,219.0,1.0,-2,2,0,0,41,0,0
276.0,87.0,171.0,40.0,1.0,-2,2,0,0,81,0,0
892.0,37.0,660.0,1.0,0.0,2,2,0,0,147,1,0
4775.0,209.0,1163.0,8.0,2.0,2,2,0,0,152,0,0
446.0,111.0,528.0,15.0,0.0,-2,2,0,0,85,0,0
1580.0,834.0,993.0,53.0,2.0,-2,2,0,0,123,0,0
2541.0,143.0,276.0,231.0,3.0,2,2,0,0,85,0,0
205.0,41.0,175.0,3.0,0.0,2,2,0,0,142,0,0
982.0,75.0,290.0,89.0,0.0,-2,2,0,0,113,0,0
630.0,86.0,185.0,1.0,2.0,2,2,0,0,104,0,0
512.0,99.0,163.0,25.0,0.0,0,2,0,0,45,0,0
6566.0,313.0,646.0,135.0,8.0,0,2,0,0,137,1,0
16432.0,1119.0,1529.0,2215.0,13.0,0,2,0,0,157,0,0
16490.0,260.0,350.0,1492.0,2.0,0,2,0,0,160,0,0
26.0,11.0,93.0,2.0,0.0,0,2,0,0,13,0,0
9317.0,161.0,195.0,2.0,3.0,2,2,0,0,155,0,0
891.0,68.0,267.0,5.0,1.0,-2,1,0,0,95,0,0
1325.0,107.0,98.0,263.0,0.0,0,2,0,0,108,0,0
2186.0,193.0,320.0,24.0,1.0,0,4,0,0,24,0,0
1924.0,62.0,157.0,426.0,1.0,2,2,0,0,14,0,0
189.0,27.0,54.0,17.0,0.0,-2,2,0,0,150,0,0
3316.0,378.0,662.0,3.0,4.0,-2,2,0,0,149,0,0
10677.0,2436.0,1978.0,1204.0,10.0,-2,2,0,0,51,0,0
1080.0,79.0,360.0,10.0,0.0,2,2,0,0,68,1,0
1828.0,129.0,340.0,15.0,0.0,2,2,0,0,45,1,0
798.0,29.0,105.0,3.0,0.0,2,2,0,0,35,0,0
642.0,68.0,122.0,190.0,0.0,-2,2,0,0,105,0,0
2818.0,101.0,229.0,557.0,0.0,-2,2,0,0,130,1,0
1260.0,105.0,230.0,25.0,1.0,2,2,0,0,4,0,0
4279.0,132.0,892.0,6.0,2.0,2,2,0,0,14,0,0
49.0,166.0,417.0,6.0,3.0,-2,1,0,0,67,1,0
362.0,72.0,112.0,1.0,0.0,2,2,0,0,123,1,0
3427.0,396.0,962.0,13.0,5.0,2,2,0,0,37,1,0
52.0,24.0,137.0,0.0,0.0,-2,2,0,0,79,0,0
24423.0,1057.0,1433.0,1834.0,16.0,0,2,0,0,151,0,0
1670.0,257.0,1462.0,145.0,2.0,2,2,0,0,60,1,0
1206.0,80.0,346.0,14.0,0.0,0,1,0,0,21,1,0
2161.0,150.0,137.0,266.0,1.0,-2,2,0,0,160,0,0
518.0,148.0,488.0,17.0,0.0,2,2,0,0,17,0,0
1379.0,66.0,662.0,236.0,0.0,2,2,0,0,22,1,0
3332.0,269.0,253.0,281.0,1.0,0,2,0,0,146,0,0
4235.0,111.0,163.0,47.0,2.0,-2,2,0,0,92,0,0
1075.0,75.0,160.0,163.0,0.0,0,2,0,0,133,0,0
438.0,35.0,316.0,2.0,0.0,2,2,0,0,28,1,0
103.0,14.0,50.0,0.0,0.0,-2,2,0,0,91,1,0
2053.0,597.0,1994.0,19.0,4.0,2,2,0,0,86,1,0
639.0,48.0,123.0,1.0,1.0,2,2,0,0,115,1,0
3863.0,102.0,90.0,457.0,1.0,2,2,0,0,135,0,0
1573.0,54.0,109.0,37.0,1.0,-2,2,0,0,96,0,0
506.0,20.0,22.0,6.0,0.0,2,2,0,0,159,0,0
1823.0,118.0,275.0,42.0,5.0,2,2,0,0,104,0,0
1598.0,39.0,74.0,16.0,2.0,0,2,0,0,25,0,0
768.0,68.0,143.0,60.0,0.0,-2,2,0,0,120,0,0
1350.0,64.0,427.0,767.0,0.0,-2,1,0,0,157,1,0
2386.0,338.0,400.0,810.0,6.0,0,2,0,0,154,0,0
741.0,311.0,904.0,62.0,3.0,-2,2,0,0,160,0,0
217.0,47.0,73.0,216.0,0.0,2,2,0,0,65,0,0
1550.0,256.0,490.0,176.0,0.0,0,2,0,0,144,0,0
438.0,23.0,106.0,3.0,0.0,-2,2,0,0,55,1,0
2074.0,94.0,361.0,216.0,0.0,-2,1,0,0,86,0,0
1188.0,65.0,235.0,1.0,1.0,2,2,0,0,105,1,0
2698.0,136.0,222.0,159.0,0.0,0,2,0,0,38,0,0
1347.0,70.0,255.0,6.0,0.0,0,2,0,0,42,0,0
1148.0,141.0,599.0,20.0,2.0,2,2,0,0,148,0,0
3511.0,156.0,516.0,87.0,1.0,-2,2,0,0,49,0,0
3693.0,172.0,370.0,105.0,0.0,0,2,0,0,136,0,0
9950.0,658.0,701.0,18.0,11.0,-2,2,0,0,112,0,0
15238.0,516.0,801.0,30.0,3.0,2,1,0,0,157,0,0
195.0,19.0,53.0,58.0,0.0,0,2,0,0,26,0,0
3053.0,155.0,285.0,390.0,0.0,0,2,0,0,128,0,0
1086.0,141.0,249.0,1015.0,3.0,-2,2,0,0,133,0,0
977.0,70.0,202.0,138.0,1.0,2,2,0,0,100,1,0
2846.0,289.0,201.0,61.0,9.0,0,2,0,0,152,0,0
948.0,66.0,236.0,0.0,1.0,2,2,0,0,108,1,0
3134.0,191.0,778.0,80.0,2.0,2,2,0,0,53,0,0
2171.0,189.0,313.0,148.0,0.0,-2,2,0,0,10,0,0
1583.0,230.0,273.0,417.0,1.0,-2,2,0,0,33,0,0
69.0,40.0,56.0,0.0,0.0,2,2,0,0,72,0,0
2177.0,88.0,281.0,437.0,1.0,-2,2,0,0,14,0,0
1848.0,778.0,1999.0,0.0,3.0,2,2,0,0,116,0,0
2230.0,93.0,159.0,401.0,3.0,-2,2,0,0,149,0,0
165.0,30.0,314.0,1.0,0.0,-1,2,0,0,57,0,0
17681.0,937.0,1491.0,105.0,18.0,2,1,0,0,79,0,0
5845.0,611.0,745.0,547.0,9.0,0,1,0,0,132,1,0
3144.0,93.0,239.0,461.0,1.0,-2,2,0,0,120,0,0
5544.0,260.0,522.0,124.0,1.0,-1,2,0,0,100,0,0
556.0,237.0,358.0,38.0,3.0,-2,2,0,0,54,0,0
660.0,757.0,263.0,34.0,22.0,2,2,0,0,159,0,0
331.0,95.0,396.0,8.0,0.0,-2,2,0,0,44,0,0
4633.0,158.0,413.0,59.0,4.0,-2,2,0,0,125,1,0
13511.0,1103.0,1999.0,1069.0,14.0,0,2,0,0,110,0,0
4.0,33.0,523.0,0.0,0.0,2,2,0,0,11,0,0
1420.0,49.0,97.0,36.0,0.0,2,2,0,0,114,0,0
1277.0,190.0,275.0,11.0,2.0,-2,2,0,0,18,1,0
2692.0,591.0,899.0,43.0,5.0,-2,2,0,0,153,0,0
2882.0,63.0,428.0,8.0,2.0,2,2,0,0,74,1,0
2500.0,90.0,137.0,504.0,1.0,-2,2,0,0,0,0,0
847.0,49.0,79.0,2.0,0.0,2,2,0,0,7,0,0
19978.0,866.0,1524.0,580.0,18.0,0,2,0,0,49,0,0
668.0,38.0,71.0,204.0,0.0,0,2,0,0,97,1,0
2388.0,122.0,342.0,83.0,1.0,-2,2,0,0,154,0,0
146.0,47.0,315.0,1.0,0.0,2,2,0,0,83,0,0
4542.0,184.0,204.0,1686.0,2.0,-2,2,0,0,86,0,0
22679.0,560.0,661.0,381.0,7.0,2,2,0,0,147,0,0
6151.0,104.0,190.0,28.0,2.0,-1,2,0,0,47,0,0
576.0,78.0,209.0,0.0,2.0,2,2,0,0,73,0,0
129.0,8.0,78.0,1.0,0.0,2,2,0,0,21,0,0
8784.0,353.0,582.0,37.0,3.0,-2,2,0,0,64,0,0
2291.0,93.0,287.0,290.0,0.0,2,2,0,0,129,0,0
145.0,17.0,72.0,1.0,0.0,2,6,0,0,144,0,0
1029.0,207.0,414.0,0.0,3.0,2,2,0,0,26,1,0
16722.0,751.0,1953.0,1740.0,10.0,1,2,0,0,93,0,0
1406.0,319.0,1027.0,22.0,1.0,2,2,0,0,82,0,0
18528.0,852.0,1409.0,88.0,9.0,2,2,0,0,146,0,0
1166.0,82.0,92.0,511.0,0.0,2,2,0,0,118,0,0
3266.0,384.0,1172.0,39.0,6.0,0,2,0,0,106,1,0
507.0,34.0,88.0,35.0,0.0,0,2,0,0,57,0,0
1019.0,143.0,213.0,160.0,0.0,-2,2,0,0,140,1,0
1401.0,203.0,441.0,275.0,2.0,2,2,0,0,130,0,0
203.0,97.0,255.0,66.0,3.0,-2,2,0,0,133,0,0
3866.0,533.0,51.0,0.0,15.0,-2,2,0,0,151,0,0
669.0,284.0,362.0,69.0,2.0,-2,2,0,0,43,0,0
1128.0,396.0,1158.0,8.0,1.0,0,2,0,0,78,1,0
986.0,43.0,101.0,13.0,1.0,-2,2,0,0,145,0,0
638.0,139.0,176.0,1.0,2.0,2,1,0,0,125,0,0
124.0,26.0,55.0,4.0,0.0,2,2,0,0,37,0,0
108.0,13.0,28.0,2.0,0.0,0,2,0,0,158,0,0
6532.0,181.0,237.0,70.0,1.0,0,2,0,0,113,0,0
899.0,77.0,344.0,0.0,0.0,-2,2,0,0,65,0,0
1878.0,262.0,685.0,54.0,13.0,2,2,0,0,123,0,0
8639.0,348.0,491.0,412.0,5.0,2,2,0,0,0,1,0
842.0,77.0,200.0,3.0,0.0,2,2,0,0,5,0,0
1911.0,112.0,137.0,86.0,0.0,2,2,0,0,145,0,0
20.0,21.0,79.0,0.0,1.0,-2,2,0,0,55,0,0
6652.0,383.0,1828.0,235.0,1.0,2,2,0,0,155,0,0
1587.0,57.0,276.0,84.0,2.0,0,1,0,0,128,0,0
24.0,71.0,259.0,5.0,18.0,2,2,0,0,152,0,0
1766.0,95.0,255.0,4.0,4.0,-2,2,0,0,22,0,0
77.0,30.0,46.0,20.0,1.0,2,2,0,0,14,0,0
3119.0,426.0,653.0,344.0,1.0,-1,2,0,0,134,1,0
2642.0,207.0,868.0,39.0,4.0,2,2,0,0,119,0,0
1780.0,62.0,346.0,274.0,1.0,2,2,0,0,71,1,0
293.0,42.0,139.0,0.0,0.0,-2,2,0,0,47,0,0
853.0,62.0,388.0,38.0,0.0,-2,2,0,0,86,1,0
1843.0,262.0,323.0,98.0,4.0,0,2,0,0,75,0,0
2222.0,159.0,227.0,69.0,0.0,-2,2,0,0,158,1,0
1171.0,1158.0,550.0,12.0,18.0,-2,2,0,0,86,0,0
178.0,40.0,248.0,24.0,0.0,-2,2,0,0,22,0,0
2069.0,131.0,356.0,336.0,2.0,0,2,0,0,12,0,0
373.0,83.0,211.0,0.0,2.0,2,2,0,0,81,1,0
2368.0,78.0,272.0,40.0,1.0,2,2,0,0,74,1,0
825.0,76.0,396.0,130.0,0.0,0,2,0,0,108,1,0
173.0,12.0,41.0,2.0,0.0,2,2,0,0,118,1,0
530.0,138.0,429.0,53.0,0.0,0,2,0,0,97,0,0
608.0,76.0,213.0,1.0,0.0,2,2,0,0,18,0,0
266.0,39.0,180.0,7.0,0.0,-2,2,0,0,52,0,0
58.0,29.0,114.0,52.0,0.0,-2,2,0,0,23,1,0
1133.0,106.0,242.0,99.0,0.0,-2,2,0,0,26,0,0
154.0,17.0,96.0,1.0,0.0,-2,2,0,0,44,0,0
1225.0,60.0,289.0,66.0,0.0,0,2,0,0,134,0,0
998.0,328.0,1435.0,58.0,0.0,-2,2,0,0,99,1,0
1280.0,88.0,613.0,19.0,0.0,2,2,0,0,41,0,0
2391.0,332.0,351.0,27.0,0.0,2,2,0,0,144,0,0
301.0,49.0,84.0,95.0,0.0,2,2,0,0,44,0,0
3098.0,59.0,165.0,587.0,0.0,-2,2,0,0,79,0,0
1167.0,177.0,323.0,12.0,1.0,-2,2,0,0,28,0,0
250.0,54.0,153.0,7.0,0.0,-2,2,0,0,62,0,0
1681.0,148.0,232.0,6.0,0.0,2,2,0,0,89,1,0
3717.0,225.0,290.0,21.0,3.0,2,2,0,0,105,0,0
199.0,31.0,121.0,1.0,0.0,-2,2,0,0,36,0,0
402.0,30.0,58.0,95.0,0.0,2,2,0,0,69,1,0
2453.0,333.0,678.0,1510.0,2.0,0,2,0,0,151,0,0
6595.0,51.0,317.0,0.0,1.0,-2,2,0,0,144,0,0
219.0,263.0,1627.0,4.0,6.0,0,1,0,0,56,0,0
991.0,55.0,100.0,9.0,0.0,-2,2,0,0,151,0,0
2549.0,138.0,181.0,519.0,0.0,-2,2,0,0,122,0,0
344.0,24.0,99.0,14.0,0.0,2,2,0,0,31,0,0
657.0,55.0,90.0,1.0,1.0,-2,2,0,0,31,0,0
2464.0,124.0,186.0,645.0,2.0,2,2,0,0,147,1,0
812.0,113.0,578.0,8.0,0.0,0,2,0,0,130,0,0
1142.0,176.0,494.0,3.0,1.0,-2,2,0,0,101,0,0
399.0,21.0,80.0,1.0,0.0,-2,2,0,0,90,0,0
144.0,121.0,23.0,0.0,0.0,2,2,0,0,58,0,0
2437.0,1594.0,1994.0,363.0,10.0,0,2,0,0,29,0,0
6991.0,1001.0,614.0,2401.0,6.0,0,2,0,0,130,0,0
1045.0,66.0,125.0,29.0,0.0,1,2,0,0,30,1,0
862.0,237.0,237.0,41.0,4.0,0,2,0,0,55,0,0
1181.0,80.0,279.0,0.0,1.0,2,2,0,0,75,0,0
106.0,27.0,192.0,7.0,0.0,-2,2,0,0,23,0,0
17158.0,895.0,1012.0,157.0,11.0,0,2,0,0,156,0,0
2517.0,54.0,125.0,1.0,0.0,-2,2,0,0,41,1,0
11092.0,591.0,723.0,1318.0,4.0,2,2,0,0,156,1,0
92.0,24.0,118.0,4.0,0.0,-2,2,0,0,23,1,0
635.0,28.0,77.0,46.0,0.0,0,2,0,0,138,1,0
2417.0,111.0,21.0,0.0,0.0,0,2,0,0,160,0,0
1121.0,120.0,155.0,6.0,0.0,2,2,0,0,158,0,0
47.0,25.0,112.0,8.0,0.0,2,2,0,0,156,0,0
1421.0,30.0,84.0,121.0,0.0,0,2,0,0,70,0,0
8021.0,1082.0,1225.0,142.0,0.0,0,2,0,0,108,0,0
18427.0,797.0,925.0,2431.0,10.0,-2,2,0,0,93,1,0
253.0,47.0,122.0,2.0,0.0,-2,2,0,0,158,0,0
2032.0,184.0,632.0,14.0,0.0,0,2,0,0,105,0,0
231.0,102.0,203.0,1.0,1.0,2,2,0,0,72,1,0
2177.0,178.0,648.0,186.0,0.0,2,2,0,0,85,1,0
2487.0,196.0,329.0,588.0,1.0,0,2,0,0,160,0,0
248.0,85.0,401.0,5.0,0.0,-2,2,0,0,101,0,0
262.0,71.0,110.0,5.0,0.0,-2,2,0,0,68,0,0
992.0,199.0,297.0,81.0,1.0,-2,2,0,0,43,0,0
460.0,99.0,341.0,15.0,0.0,2,2,0,0,146,0,0
1049.0,67.0,162.0,18.0,2.0,2,2,0,0,33,0,0
2130.0,124.0,643.0,43.0,0.0,2,2,0,0,91,0,0
3701.0,501.0,528.0,1348.0,2.0,2,2,0,0,149,0,0
3061.0,86.0,95.0,6.0,0.0,0,2,0,0,73,0,0
41.0,42.0,79.0,1.0,0.0,2,2,0,0,147,0,0
1396.0,175.0,327.0,68.0,4.0,2,1,0,0,94,1,0
1784.0,70.0,209.0,303.0,1.0,0,2,0,0,117,0,0
2317.0,378.0,380.0,100.0,0.0,2,2,0,0,38,0,0
764.0,120.0,269.0,94.0,2.0,-2,2,0,0,37,0,0
72.0,21.0,45.0,0.0,0.0,2,2,0,0,132,1,0
155.0,26.0,51.0,0.0,0.0,2,2,0,0,9,1,0
4001.0,639.0,355.0,894.0,1.0,0,2,0,0,134,0,0
410.0,30.0,407.0,0.0,0.0,-2,2,0,0,80,0,0
1448.0,344.0,548.0,2.0,6.0,2,2,0,0,121,0,0
807.0,99.0,366.0,147.0,2.0,-2,2,0,0,60,0,0
411.0,31.0,139.0,29.0,1.0,0,2,0,0,41,1,0
528.0,822.0,170.0,5.0,17.0,-2,2,0,0,49,0,0
184.0,41.0,140.0,21.0,0.0,2,1,0,0,22,0,0
1066.0,239.0,775.0,61.0,0.0,-2,2,0,0,150,0,0
975.0,35.0,104.0,0.0,1.0,-2,2,0,0,85,0,0
585.0,92.0,110.0,4.0,0.0,0,2,0,0,47,0,0
587.0,115.0,243.0,48.0,1.0,2,2,0,0,70,0,0
1034.0,222.0,389.0,37.0,1.0,0,1,0,0,144,0,0
142.0,3.0,56.0,1.0,0.0,0,2,0,0,64,0,0
5804.0,562.0,626.0,29.0,1.0,-2,2,0,0,35,0,0
960.0,172.0,535.0,108.0,2.0,-2,2,0,0,77,0,0
18.0,26.0,99.0,0.0,0.0,0,2,0,0,20,1,0
1747.0,174.0,307.0,13.0,1.0,2,2,0,0,8,0,0
107.0,56.0,161.0,2.0,0.0,-2,2,0,0,24,0,0
1579.0,256.0,457.0,2046.0,1.0,2,2,0,0,97,0,0
2775.0,211.0,388.0,178.0,7.0,0,2,0,0,110,0,0
5351.0,448.0,1108.0,261.0,3.0,-2,2,0,0,77,1,0
19775.0,1781.0,1275.0,3785.0,10.0,0,2,0,0,52,0,0
2697.0,282.0,525.0,16.0,6.0,0,2,0,0,107,1,0
1049.0,50.0,304.0,8.0,0.0,0,2,0,0,96,0,0
882.0,44.0,168.0,30.0,0.0,2,2,0,0,101,0,0
939.0,130.0,335.0,81.0,0.0,-2,2,0,0,121,0,0
211.0,76.0,171.0,2.0,0.0,0,1,0,0,22,0,0
222.0,125.0,300.0,20.0,0.0,0,2,0,0,80,0,0
1066.0,188.0,227.0,0.0,2.0,-2,2,0,0,142,0,0
295.0,96.0,233.0,6.0,0.0,0,2,0,0,14,0,0
444.0,108.0,497.0,4.0,0.0,2,2,0,0,132,0,0
600.0,77.0,436.0,47.0,0.0,0,2,0,0,34,1,0
1613.0,836.0,1996.0,10.0,22.0,-2,2,0,0,69,0,0
1962.0,1419.0,337.0,5.0,9.0,-2,4,0,0,10,0,0
358.0,161.0,700.0,9.0,2.0,-2,2,0,0,47,0,0
5206.0,172.0,337.0,10.0,2.0,-2,2,0,0,139,0,0
745.0,96.0,308.0,13.0,2.0,-2,2,0,0,66,0,0
2226.0,308.0,816.0,18.0,1.0,2,2,0,0,143,0,0
8685.0,670.0,967.0,464.0,6.0,0,2,0,0,131,1,0
868.0,164.0,351.0,36.0,1.0,-2,2,0,0,55,0,0
752.0,43.0,190.0,19.0,0.0,-2,1,0,0,77,0,0
549.0,63.0,157.0,43.0,1.0,2,2,0,0,66,0,0
4212.0,130.0,75.0,153.0,0.0,2,2,0,0,43,0,0
7.0,4.0,29.0,0.0,0.0,2,2,0,0,37,1,0
3806.0,198.0,126.0,528.0,6.0,-2,2,0,0,142,0,0
1292.0,38.0,101.0,498.0,0.0,-2,2,0,0,92,0,0
140.0,13.0,31.0,1.0,0.0,2,2,0,0,137,1,0
497.0,56.0,242.0,44.0,0.0,2,2,0,0,113,0,0
88.0,20.0,94.0,1.0,0.0,2,2,0,0,129,1,0
7.0,6.0,54.0,1.0,0.0,2,2,0,0,72,1,0
926.0,57.0,266.0,139.0,1.0,0,2,0,0,81,0,0
1781.0,55.0,256.0,911.0,0.0,2,2,0,0,105,0,0
133.0,25.0,131.0,1.0,0.0,2,2,0,0,6,0,0
1112.0,130.0,140.0,11.0,1.0,0,2,0,0,72,0,0
1945.0,75.0,384.0,14.0,0.0,2,2,0,0,85,0,0
120.0,119.0,147.0,1.0,0.0,2,2,0,0,151,0,0
3029.0,200.0,229.0,1787.0,1.0,0,2,0,0,117,0,0
956.0,23.0,212.0,7.0,0.0,2,2,0,0,127,0,0
205.0,61.0,143.0,11.0,0.0,0,2,0,0,96,0,0
4333.0,320.0,384.0,1031.0,6.0,0,2,0,0,156,0,0
629.0,105.0,357.0,5.0,0.0,2,2,0,0,130,0,0
3551.0,45.0,29.0,27.0,2.0,-2,2,0,0,76,0,0
4557.0,423.0,757.0,43.0,2.0,2,2,0,0,17,0,0
651.0,129.0,278.0,56.0,0.0,0,2,0,0,46,1,0
1183.0,7.0,87.0,21.0,0.0,2,2,0,0,37,0,0
648.0,53.0,236.0,11.0,0.0,2,2,0,0,156,0,0
708.0,93.0,308.0,11.0,0.0,-2,2,0,0,57,0,0
263.0,79.0,286.0,11.0,1.0,-2,2,0,0,61,0,0
680.0,73.0,222.0,128.0,0.0,2,2,0,0,75,0,0
250.0,17.0,242.0,0.0,0.0,2,1,0,0,154,0,0
4245.0,264.0,731.0,419.0,0.0,2,2,0,0,22,0,0
16601.0,211.0,172.0,806.0,0.0,2,2,0,0,40,0,0
66.0,2.0,35.0,0.0,0.0,2,2,0,0,33,0,0
3044.0,213.0,623.0,380.0,3.0,-2,2,0,0,68,0,0
1552.0,144.0,302.0,1227.0,0.0,0,2,0,0,77,0,0
506.0,106.0,168.0,6.0,0.0,2,2,0,0,134,1,0
245.0,20.0,194.0,2.0,0.0,2,2,0,0,20,1,0
246.0,14.0,141.0,0.0,0.0,0,2,0,0,95,1,0
119.0,20.0,88.0,0.0,0.0,2,2,0,0,86,0,0
21.0,67.0,232.0,0.0,0.0,2,2,0,0,91,0,0
128.0,126.0,139.0,8366.0,0.0,0,2,0,0,33,0,0
1313.0,298.0,302.0,111.0,1.0,-2,2,0,0,89,1,0
335.0,33.0,134.0,50.0,0.0,-2,2,0,0,150,0,0
996.0,67.0,81.0,45.0,1.0,2,2,0,0,158,0,0
744.0,118.0,204.0,9.0,5.0,0,1,0,0,25,0,0
23682.0,419.0,722.0,17995.0,4.0,0,2,0,0,155,0,0
1575.0,148.0,284.0,389.0,2.0,-2,2,0,0,158,0,0
122.0,62.0,93.0,1.0,1.0,2,1,0,0,157,0,0
134.0,32.0,126.0,32.0,2.0,-2,2,0,0,58,0,0
210.0,73.0,93.0,0.0,0.0,2,2,0,0,113,1,0
4388.0,96.0,114.0,53.0,2.0,-2,2,0,0,54,0,0
1451.0,183.0,495.0,8.0,0.0,-2,2,0,0,157,0,0
1012.0,92.0,220.0,12.0,1.0,2,2,0,0,39,0,0
3177.0,138.0,158.0,51.0,0.0,2,2,0,0,51,1,0
143.0,75.0,86.0,50.0,1.0,2,2,0,0,130,0,0
10272.0,333.0,349.0,13.0,5.0,2,2,0,0,156,0,0
3506.0,389.0,909.0,79.0,3.0,0,2,0,0,90,0,0
1087.0,184.0,475.0,19.0,0.0,2,2,0,0,50,1,0
6357.0,215.0,681.0,1356.0,3.0,-2,2,0,0,33,1,0
6464.0,2352.0,469.0,251.0,80.0,2,2,0,0,108,0,0
2200.0,80.0,259.0,2.0,0.0,2,2,0,0,23,0,0
479.0,62.0,127.0,19.0,0.0,-2,2,0,0,39,0,0
4385.0,751.0,1474.0,784.0,4.0,2,2,0,0,96,0,0
1378.0,187.0,172.0,16.0,3.0,0,2,0,0,143,1,0
319.0,66.0,241.0,0.0,0.0,-2,2,0,0,100,0,0
754.0,19.0,82.0,26.0,0.0,2,2,0,0,38,0,0
259.0,145.0,159.0,1.0,0.0,2,2,0,0,36,1,0
740.0,64.0,318.0,6.0,4.0,2,2,0,0,145,1,0
360.0,46.0,86.0,2.0,0.0,-2,2,0,0,115,0,0
359.0,83.0,111.0,0.0,0.0,-2,2,0,0,70,1,0
3062.0,583.0,997.0,163.0,1.0,2,2,0,0,148,0,0
751.0,45.0,89.0,2.0,0.0,2,2,0,0,34,0,0
9802.0,349.0,337.0,896.0,2.0,2,2,0,0,94,0,0
176.0,27.0,148.0,5.0,0.0,0,1,0,0,43,0,0
612.0,131.0,85.0,1.0,0.0,-2,2,0,0,68,0,0
5165.0,425.0,1320.0,437.0,2.0,2,2,0,0,162,0,0
276.0,129.0,325.0,55.0,0.0,-2,2,0,0,23,1,0
1127.0,129.0,509.0,7.0,0.0,-2,2,0,0,138,1,0
220.0,26.0,58.0,9.0,0.0,2,2,0,0,103,1,0
1027.0,94.0,195.0,34.0,0.0,2,2,0,0,92,0,0
2994.0,44.0,169.0,78.0,1.0,-2,2,0,0,75,1,0
2691.0,192.0,195.0,1208.0,1.0,-2,1,0,0,78,0,0
1748.0,110.0,240.0,253.0,1.0,0,2,0,0,147,0,0
2460.0,358.0,1504.0,10.0,3.0,2,2,0,0,145,1,0
