friends_count,favourites_count,followers_count,label,verified,listed_count
586,85,33,1,0,0
2506,73,33,1,0,1
1484,1,24,1,0,0
1536,13,10,1,0,0
2969,77,38,1,0,0
2673,62,0,1,0,1
2001,67,45,1,0,1
2960,78,4,1,0,0
1112,62,27,1,0,1
696,15,31,1,0,1
2350,44,30,1,0,0
1607,49,5,1,0,0
332,86,44,1,0,0
2362,22,1,1,0,0
876,4,27,1,0,1
1786,75,2,1,0,1
2990,27,25,1,0,0
1201,21,18,1,0,0
2018,31,0,1,0,1
868,23,16,1,0,0
311,20,48,1,0,0
2443,93,0,1,0,1
1686,7,45,1,0,1
686,26,25,1,0,0
2317,49,34,1,0,0
793,49,14,1,0,0
2451,84,30,1,0,1
1775,85,1,1,0,0
1264,55,36,1,0,0
1565,30,31,1,0,0
1358,7,45,1,0,1
2995,80,33,1,0,1
1414,22,33,1,0,1
1989,27,30,1,0,1
764,6,30,1,0,1
1208,77,2,1,0,0
1404,10,12,1,0,0
2263,37,11,1,0,1
1346,30,38,1,0,1
1294,92,40,1,0,1
2557,21,15,1,0,0
606,19,45,1,0,1
2125,99,22,1,0,1
1629,54,28,1,0,0
2236,39,27,1,0,0
2231,75,6,1,0,0
2231,42,11,1,0,0
1167,31,1,1,0,1
2274,20,35,1,0,1
2565,75,30,1,0,0
2280,32,26,1,0,1
2254,79,22,1,0,0
2857,31,33,1,0,1
987,51,30,1,0,0
2639,81,47,1,0,1
776,3,46,1,0,0
1279,33,37,1,0,1
1886,24,11,1,0,1
1577,40,12,1,0,1
1304,72,14,1,0,0
2833,48,28,1,0,1
1058,86,7,1,0,1
2740,90,26,1,0,1
1280,0,42,1,0,1
1870,9,46,1,0,0
698,89,45,1,0,1
2061,73,4,1,0,0
1557,78,38,1,0,1
1925,35,3,1,0,0
463,34,13,1,0,0
1961,87,6,1,0,0
2713,24,27,1,0,1
1585,72,6,1,0,0
909,13,16,1,0,0
630,33,35,1,0,0
2310,12,23,1,0,1
1756,19,37,1,0,0
2644,66,43,1,0,0
2298,31,22,1,0,1
1734,82,10,1,0,1
1814,24,17,1,0,0
345,85,44,1,0,0
1295,70,3,1,0,1
1316,18,49,1,0,0
1733,1,33,1,0,1
837,36,11,1,0,1
2791,26,23,1,0,0
1931,50,2,1,0,1
1376,62,44,1,0,0
2140,72,6,1,0,0
325,31,5,1,0,0
1902,88,49,1,0,1
2391,21,18,1,0,0
923,6,31,1,0,0
2180,32,47,1,0,1
2315,11,23,1,0,1
1348,58,40,1,0,0
2215,59,20,1,0,0
2875,8,5,1,0,0
1353,85,48,1,0,0
2157,54,19,1,0,0
2151,81,11,1,0,0
829,41,36,1,0,1
384,70,6,1,0,1
742,53,13,1,0,1
1643,52,29,1,0,0
2654,41,33,1,0,0
2458,72,45,1,0,0
515,49,19,1,0,0
2837,9,32,1,0,0
2551,1,48,1,0,1
1453,66,6,1,0,0
1018,88,9,1,0,1
690,8,49,1,0,1
1806,21,28,1,0,0
1718,75,1,1,0,0
2051,37,30,1,0,0
2144,32,7,1,0,1
1976,60,49,1,0,1
1105,30,23,1,0,1
2393,40,35,1,0,1
1350,87,48,1,0,0
2565,16,37,1,0,0
578,89,2,1,0,1
2957,69,42,1,0,1
2195,70,36,1,0,1
1356,43,38,1,0,1
380,71,19,1,0,0
2646,29,26,1,0,1
608,42,24,1,0,1
2724,74,30,1,0,0
2865,4,49,1,0,0
1331,38,1,1,0,1
1177,94,15,1,0,1
1237,12,21,1,0,1
2887,39,0,1,0,1
1021,14,25,1,0,1
1538,81,37,1,0,0
444,80,38,1,0,0
816,15,3,1,0,0
2255,21,7,1,0,0
1785,14,10,1,0,0
1284,43,26,1,0,0
2389,42,36,1,0,1
2361,7,26,1,0,0
1548,15,1,1,0,1
767,3,35,1,0,1
2434,29,38,1,0,1
862,35,20,1,0,0
1611,93,21,1,0,1
1220,99,48,1,0,0
1504,56,12,1,0,0
634,98,11,1,0,1
870,23,32,1,0,1
2428,58,26,1,0,1
1080,59,17,1,0,0
1499,0,47,1,0,0
2824,73,1,1,0,0
1277,96,31,1,0,1
1975,37,40,1,0,0
2049,79,11,1,0,1
1365,36,21,1,0,1
2585,98,42,1,0,1
2804,62,42,1,0,1
1848,47,12,1,0,1
1067,98,6,1,0,0
1692,19,25,1,0,0
2467,38,36,1,0,0
2095,22,28,1,0,0
650,78,41,1,0,1
1486,34,13,1,0,0
1269,24,14,1,0,1
1456,59,8,1,0,0
2034,57,35,1,0,1
1384,72,17,1,0,1
2807,50,14,1,0,1
1637,20,30,1,0,0
2532,86,6,1,0,0
320,85,25,1,0,1
1688,42,34,1,0,1
1493,8,4,1,0,1
2235,11,27,1,0,1
427,17,10,1,0,1
1586,12,31,1,0,1
1994,84,24,1,0,0
1623,31,9,1,0,1
739,3,37,1,0,1
2808,62,34,1,0,1
1953,87,32,1,0,1
1252,31,0,1,0,1
2296,27,40,1,0,0
1191,91,37,1,0,0
863,97,43,1,0,0
720,25,6,1,0,1
2293,14,38,1,0,0
1795,8,13,1,0,1
2950,27,14,1,0,1
1459,34,42,1,0,0
2216,66,3,1,0,1
2338,68,17,1,0,1
969,56,25,1,0,0
2107,95,23,1,0,0
1570,53,14,1,0,0
1481,99,22,1,0,0
673,10,8,1,0,1
1110,42,4,1,0,0
2917,45,10,1,0,1
1000,69,34,1,0,1
2338,77,48,1,0,0
2695,56,3,1,0,0
1873,53,5,1,0,1
1275,89,45,1,0,1
2506,82,4,1,0,0
2495,42,22,1,0,0
2297,17,46,1,0,1
2780,58,20,1,0,1
2468,70,43,1,0,0
2206,36,48,1,0,0
1917,89,20,1,0,0
1140,95,43,1,0,1
2415,48,20,1,0,0
1488,34,46,1,0,0
882,97,29,1,0,1
2463,37,43,1,0,1
966,4,17,1,0,1
2548,99,38,1,0,1
2391,42,43,1,0,0
2839,0,21,1,0,0
2167,80,30,1,0,0
2021,41,0,1,0,0
805,61,23,1,0,0
2146,9,21,1,0,1
554,78,21,1,0,0
1365,37,42,1,0,1
2721,55,19,1,0,1
763,24,39,1,0,1
1299,79,31,1,0,0
1733,22,42,1,0,0
2613,20,22,1,0,1
2300,18,43,1,0,0
1535,24,39,1,0,1
2739,76,36,1,0,1
1367,55,32,1,0,1
1778,33,40,1,0,1
2969,85,48,1,0,1
2142,75,32,1,0,0
1612,54,28,1,0,0
1763,25,14,1,0,1
1462,25,13,1,0,0
413,75,6,1,0,0
2409,31,8,1,0,1
458,97,5,1,0,0
2859,75,4,1,0,0
646,88,21,1,0,1
709,51,17,1,0,0
2431,70,9,1,0,1
451,22,17,1,0,0
2527,74,32,1,0,0
2798,59,46,1,0,1
1968,75,37,1,0,0
1961,0,9,1,0,0
701,49,19,1,0,1
1543,1,21,1,0,0
1777,81,3,1,0,1
1582,30,31,1,0,0
1690,73,39,1,0,0
916,31,2,1,0,0
425,3,14,1,0,1
1107,61,36,1,0,1
616,66,29,1,0,1
2376,16,24,1,0,0
356,18,35,1,0,0
2308,93,2,1,0,1
803,93,49,1,0,0
2206,18,35,1,0,0
2282,42,30,1,0,1
1750,44,44,1,0,0
2776,61,31,1,0,1
549,26,49,1,0,1
1604,33,34,1,0,1
1224,98,20,1,0,0
2624,74,41,1,0,1
2437,23,2,1,0,1
2948,58,25,1,0,1
2897,23,28,1,0,1
718,4,31,1,0,1
1243,64,45,1,0,1
1736,40,4,1,0,0
2164,18,47,1,0,0
1496,36,24,1,0,1
2967,39,33,1,0,1
1155,76,11,1,0,0
2681,70,20,1,0,0
2021,18,30,1,0,0
1989,57,49,1,0,0
1849,28,48,1,0,1
1217,85,48,1,0,1
2226,47,3,1,0,1
2876,35,4,1,0,0
2881,91,36,1,0,0
466,24,44,1,0,0
1996,62,47,1,0,0
648,54,14,1,0,1
414,27,17,1,0,0
2723,55,39,1,0,0
2133,92,4,1,0,1
2972,20,25,1,0,1
2265,22,31,1,0,0
321,18,40,1,0,1
1893,9,32,1,0,1
1776,53,1,1,0,0
2701,16,12,1,0,1
1551,70,33,1,0,0
2110,96,13,1,0,0
496,77,21,1,0,1
1698,45,49,1,0,1
1814,53,22,1,0,0
1126,73,22,1,0,1
1440,54,45,1,0,1
1085,82,26,1,0,1
1741,99,14,1,0,0
1289,2,8,1,0,0
2556,78,1,1,0,1
1380,38,32,1,0,1
1474,53,14,1,0,1
1144,66,8,1,0,1
1102,88,33,1,0,1
1507,68,5,1,0,0
889,58,27,1,0,1
529,8,3,1,0,0
2207,20,27,1,0,1
2258,7,30,1,0,1
372,25,25,1,0,1
1905,32,15,1,0,0
1209,39,22,1,0,1
2528,53,37,1,0,1
2267,92,5,1,0,1
687,22,48,1,0,0
2343,80,3,1,0,1
2081,60,47,1,0,0
2399,35,22,1,0,1
1807,67,47,1,0,1
2394,80,22,1,0,1
892,88,15,1,0,0
1942,23,3,1,0,0
2643,67,47,1,0,1
495,73,39,1,0,1
519,97,5,1,0,1
2768,54,33,1,0,1
980,36,45,1,0,1
2928,97,44,1,0,1
1548,39,32,1,0,0
302,2,17,1,0,0
856,35,15,1,0,0
2222,96,12,1,0,1
1317,80,25,1,0,0
2198,6,47,1,0,0
476,56,42,1,0,1
1820,94,17,1,0,1
926,40,9,1,0,0
2229,62,2,1,0,0
2794,27,47,1,0,1
406,60,42,1,0,1
1081,62,32,1,0,0
2958,46,31,1,0,0
2103,24,13,1,0,1
2500,39,32,1,0,1
1767,34,27,1,0,0
1811,75,30,1,0,0
390,95,33,1,0,0
2929,59,28,1,0,0
2535,39,13,1,0,0
2968,62,23,1,0,0
1415,76,2,1,0,0
1616,54,3,1,0,0
1957,26,21,1,0,1
2593,13,31,1,0,0
2868,41,9,1,0,1
2234,88,26,1,0,1
2760,48,43,1,0,0
1978,90,41,1,0,0
1468,26,13,1,0,1
2935,57,38,1,0,1
1853,44,3,1,0,1
665,82,48,1,0,1
599,24,42,1,0,1
646,71,13,1,0,1
2420,61,9,1,0,0
2945,16,12,1,0,0
761,18,27,1,0,1
1756,13,37,1,0,1
2694,59,27,1,0,1
435,68,31,1,0,0
2249,40,18,1,0,0
1491,94,34,1,0,0
701,66,48,1,0,0
770,75,14,1,0,0
2099,2,5,1,0,0
1059,35,37,1,0,0
2387,36,36,1,0,0
2500,54,3,1,0,1
1613,11,35,1,0,1
2472,25,34,1,0,1
759,77,44,1,0,0
1441,24,46,1,0,1
384,86,5,1,0,1
2855,77,24,1,0,0
2586,39,44,1,0,1
855,80,21,1,0,0
1825,61,0,1,0,1
1580,75,47,1,0,1
2671,8,44,1,0,1
2544,19,31,1,0,0
881,31,8,1,0,1
2353,45,45,1,0,0
432,26,28,1,0,0
2037,52,3,1,0,0
474,4,10,1,0,0
1375,86,24,1,0,0
697,14,22,1,0,1
514,95,27,1,0,1
2581,48,38,1,0,1
2347,24,9,1,0,0
909,48,6,1,0,0
785,12,28,1,0,0
2111,72,11,1,0,1
2480,69,24,1,0,0
1022,91,48,1,0,0
2308,50,36,1,0,0
1239,25,25,1,0,0
2158,58,4,1,0,0
1631,40,38,1,0,1
1554,35,23,1,0,1
1534,61,29,1,0,1
1089,21,49,1,0,1
342,83,4,1,0,0
2881,99,39,1,0,0
1651,68,5,1,0,0
806,21,35,1,0,0
1388,29,28,1,0,0
2217,85,1,1,0,1
1589,45,19,1,0,0
870,76,45,1,0,1
1701,68,22,1,0,0
1325,29,7,1,0,0
2435,99,30,1,0,1
2563,15,27,1,0,1
2164,52,24,1,0,1
2971,45,38,1,0,0
2049,23,11,1,0,0
1559,52,39,1,0,0
2086,84,21,1,0,0
560,83,1,1,0,0
842,12,37,1,0,1
1596,41,43,1,0,0
1390,56,34,1,0,0
784,29,0,1,0,0
1721,40,41,1,0,0
2268,79,49,1,0,1
818,36,28,1,0,0
2970,56,20,1,0,0
946,13,23,1,0,0
2387,54,39,1,0,0
2172,62,20,1,0,1
785,71,38,1,0,0
348,16,12,1,0,0
1318,59,7,1,0,0
1226,75,34,1,0,0
2725,86,8,1,0,0
421,72,24,1,0,0
2732,72,35,1,0,0
655,60,25,1,0,0
2604,61,2,1,0,0
1982,92,5,1,0,1
1238,96,18,1,0,1
529,94,31,1,0,0
909,41,15,1,0,1
1270,65,10,1,0,1
2212,92,11,1,0,0
2558,12,47,1,0,1
1959,31,17,1,0,0
1025,58,41,1,0,1
1935,76,27,1,0,1
1368,90,36,1,0,0
2467,41,43,1,0,0
1378,6,40,1,0,1
2675,66,31,1,0,0
1890,59,40,1,0,0
1159,14,5,1,0,0
380,33,2,1,0,1
979,66,33,1,0,1
751,38,38,1,0,0
2103,94,40,1,0,1
723,77,0,1,0,0
1070,15,21,1,0,1
1872,55,49,1,0,1
2710,95,27,1,0,1
2431,27,40,1,0,0
1059,53,5,1,0,0
2373,75,13,1,0,1
1229,67,34,1,0,0
2045,57,26,1,0,0
2220,42,48,1,0,0
2723,0,47,1,0,1
1136,55,3,1,0,1
1669,97,34,1,0,0
2612,13,9,1,0,1
2507,13,14,1,0,0
914,38,0,1,0,1
520,97,29,1,0,0
2983,88,26,1,0,1
1409,56,20,1,0,1
421,4,46,1,0,1
2020,79,23,1,0,1
2615,65,5,1,0,0
2188,63,43,1,0,1
1015,20,48,1,0,0
2037,88,33,1,0,1
2835,5,42,1,0,1
1121,40,33,1,0,0
1428,11,18,1,0,0
1444,35,13,1,0,0
470,12,40,1,0,0
2325,69,28,1,0,0
2366,88,31,1,0,1
2460,96,45,1,0,1
654,10,33,1,0,1
2618,7,36,1,0,0
713,23,20,1,0,1
1415,39,0,1,0,1
1476,55,43,1,0,1
379,68,19,1,0,0
1007,37,34,1,0,0
1613,11,2,1,0,1
877,7,2,1,0,1
1110,64,26,1,0,0
1990,52,38,1,0,0
1417,57,27,1,0,1
2166,18,38,1,0,1
1320,98,7,1,0,0
2426,21,15,1,0,0
1234,62,10,1,0,1
1839,33,37,1,0,0
1821,61,11,1,0,0
2315,85,13,1,0,1
1243,19,22,1,0,1
1315,2,0,1,0,0
758,97,6,1,0,1
2696,26,20,1,0,0
2317,30,23,1,0,0
1861,96,3,1,0,1
2773,92,34,1,0,1
2518,10,12,1,0,0
2925,99,4,1,0,0
2295,95,43,1,0,1
1211,80,15,1,0,1
950,84,1,1,0,0
2620,52,15,1,0,0
2998,81,46,1,0,1
1500,49,17,1,0,1
2674,86,47,1,0,1
2413,65,24,1,0,1
1376,59,3,1,0,1
616,52,13,1,0,0
2999,65,29,1,0,1
2534,68,28,1,0,0
558,23,35,1,0,1
1307,59,25,1,0,0
2999,93,0,1,0,0
1596,0,49,1,0,1
708,88,14,1,0,0
1314,31,32,1,0,1
678,10,16,1,0,0
701,85,48,1,0,0
2262,67,14,1,0,0
867,64,45,1,0,1
617,93,0,1,0,0
470,16,43,1,0,1
2221,2,19,1,0,1
1730,82,40,1,0,1
1283,2,25,1,0,1
2003,85,24,1,0,1
451,59,30,1,0,1
802,69,47,1,0,1
1087,63,39,1,0,1
2650,50,9,1,0,0
901,80,37,1,0,1
1553,17,0,1,0,1
2433,53,21,1,0,0
685,69,35,1,0,1
830,40,28,1,0,1
2078,11,27,1,0,0
1094,90,27,1,0,1
1289,90,12,1,0,1
1242,65,20,1,0,0
2250,38,7,1,0,1
565,18,39,1,0,1
1187,77,4,1,0,1
2660,48,21,1,0,1
1629,1,30,1,0,0
1159,30,45,1,0,0
1810,43,43,1,0,1
1983,1,26,1,0,1
542,53,34,1,0,1
2568,82,41,1,0,0
2074,90,19,1,0,1
2728,9,32,1,0,1
1019,25,35,1,0,1
2265,30,33,1,0,1
2102,37,24,1,0,0
1154,44,14,1,0,1
2388,88,47,1,0,1
2950,18,30,1,0,0
2384,62,47,1,0,0
2566,28,23,1,0,0
2107,97,33,1,0,0
2088,21,28,1,0,0
308,43,47,1,0,1
860,40,37,1,0,1
2006,59,38,1,0,0
1891,72,27,1,0,0
344,20,33,1,0,1
606,38,17,1,0,0
2857,65,30,1,0,1
1103,9,29,1,0,1
2341,69,14,1,0,1
1845,47,46,1,0,1
1940,91,44,1,0,0
1817,23,44,1,0,1
2651,33,34,1,0,1
1228,45,19,1,0,0
2940,91,27,1,0,0
1703,0,37,1,0,0
522,44,36,1,0,0
621,86,2,1,0,0
2261,7,11,1,0,1
2944,12,35,1,0,1
627,96,22,1,0,0
1465,51,5,1,0,0
1390,84,36,1,0,0
1923,99,44,1,0,1
1944,67,27,1,0,0
589,57,49,1,0,1
2323,69,2,1,0,0
1830,38,4,1,0,0
1209,79,6,1,0,1
2045,5,36,1,0,0
1705,29,6,1,0,0
1528,68,17,1,0,0
1456,3,40,1,0,0
2575,91,5,1,0,0
2201,92,25,1,0,0
325,23,6,1,0,1
1180,58,6,1,0,1
2341,55,9,1,0,0
2913,16,13,1,0,1
1676,39,26,1,0,0
2470,8,42,1,0,1
753,63,17,1,0,1
1651,83,43,1,0,1
2344,44,40,1,0,0
1355,82,15,1,0,1
487,8,25,1,0,0
2827,65,12,1,0,0
787,37,39,1,0,1
2725,90,8,1,0,1
823,38,29,1,0,0
2111,17,47,1,0,0
2571,52,10,1,0,0
1029,36,21,1,0,1
1010,16,16,1,0,1
2882,62,7,1,0,0
2764,74,5,1,0,0
1441,57,40,1,0,0
2091,28,42,1,0,1
2183,88,0,1,0,1
2941,87,6,1,0,0
2233,99,39,1,0,0
517,24,22,1,0,1
2225,37,13,1,0,0
1648,71,47,1,0,1
2324,21,25,1,0,0
2808,50,8,1,0,1
967,78,48,1,0,0
1799,3,25,1,0,0
349,94,12,1,0,0
2251,81,22,1,0,1
2436,60,41,1,0,0
1929,68,23,1,0,1
2187,73,28,1,0,0
1348,34,45,1,0,1
1117,51,19,1,0,1
1403,25,12,1,0,0
390,74,43,1,0,0
595,21,47,1,0,0
824,29,49,1,0,1
2988,57,8,1,0,1
574,94,31,1,0,0
2199,38,4,1,0,0
850,19,3,1,0,1
1628,28,2,1,0,1
2531,31,21,1,0,0
2927,27,24,1,0,0
1874,12,24,1,0,1
2811,39,16,1,0,0
714,15,8,1,0,0
2215,61,16,1,0,0
444,74,44,1,0,0
480,60,34,1,0,1
2485,5,13,1,0,0
849,77,25,1,0,1
2257,46,40,1,0,0
2719,89,45,1,0,1
1657,91,27,1,0,0
1651,22,41,1,0,0
1095,7,21,1,0,0
1638,27,26,1,0,1
975,23,34,1,0,1
1690,5,25,1,0,0
2771,28,49,1,0,1
1611,84,31,1,0,0
2700,4,25,1,0,0
560,45,48,1,0,1
2566,86,41,1,0,0
2052,31,24,1,0,0
2565,28,1,1,0,0
779,5,20,1,0,0
1246,56,24,1,0,1
342,72,14,1,0,0
2164,56,47,1,0,1
2799,12,22,1,0,1
1945,16,40,1,0,1
2794,15,2,1,0,0
1928,97,20,1,0,1
2910,29,45,1,0,0
925,58,28,1,0,0
383,21,26,1,0,1
2630,89,19,1,0,0
2047,89,16,1,0,0
300,17,49,1,0,0
1289,81,36,1,0,1
705,12,30,1,0,1
1732,81,12,1,0,1
2719,84,27,1,0,0
2251,43,0,1,0,0
2184,46,43,1,0,1
463,19,43,1,0,1
429,30,41,1,0,1
1493,26,33,1,0,1
907,40,32,1,0,1
2882,0,25,1,0,0
1527,55,5,1,0,1
2300,86,48,1,0,0
1231,97,23,1,0,0
987,50,3,1,0,0
871,69,37,1,0,1
737,19,8,1,0,0
2826,71,17,1,0,1
326,49,26,1,0,1
2840,53,38,1,0,0
753,46,26,1,0,0
1348,4,10,1,0,1
823,18,0,1,0,0
1698,8,12,1,0,0
1580,99,15,1,0,0
2140,64,42,1,0,0
333,26,45,1,0,0
1684,29,10,1,0,1
2425,48,24,1,0,1
311,11,14,1,0,0
2710,1,43,1,0,1
345,14,44,1,0,0
2709,69,35,1,0,0
1900,38,33,1,0,0
769,95,12,1,0,1
1873,57,7,1,0,1
2018,18,1,1,0,0
1233,24,0,1,0,1
2125,8,37,1,0,1
2143,73,49,1,0,0
2797,39,37,1,0,1
2577,12,26,1,0,0
1358,55,1,1,0,0
1033,79,27,1,0,1
2075,10,16,1,0,0
2868,54,9,1,0,1
893,66,45,1,0,0
1526,14,39,1,0,0
615,26,28,1,0,0
2528,52,46,1,0,0
547,54,0,1,0,1
2956,50,22,1,0,0
771,32,25,1,0,1
2698,19,30,1,0,0
899,15,21,1,0,1
2465,77,17,1,0,0
1955,49,33,1,0,1
2368,18,1,1,0,1
1250,80,24,1,0,0
2410,97,3,1,0,1
2570,71,15,1,0,0
1653,62,35,1,0,0
1244,70,24,1,0,1
2325,78,26,1,0,1
2894,25,16,1,0,1
970,64,31,1,0,0
1498,7,37,1,0,0
1653,75,14,1,0,1
1398,4,9,1,0,0
1157,83,44,1,0,1
2815,83,2,1,0,0
675,56,19,1,0,1
1632,52,22,1,0,0
2251,5,27,1,0,1
1469,36,38,1,0,1
1846,26,17,1,0,1
2590,41,24,1,0,1
959,98,6,1,0,1
817,66,10,1,0,1
430,42,38,1,0,1
2566,66,46,1,0,0
1313,99,8,1,0,1
496,56,4,1,0,0
2155,65,44,1,0,1
2368,28,45,1,0,1
1164,1,0,1,0,0
2730,67,19,1,0,1
634,36,8,1,0,0
1437,39,40,1,0,0
1895,65,26,1,0,0
1820,78,39,1,0,0
1251,1,23,1,0,1
1469,45,30,1,0,1
690,57,23,1,0,0
346,86,31,1,0,0
1079,5,26,1,0,0
1094,49,19,1,0,0
1137,62,13,1,0,1
2329,46,11,1,0,0
2340,22,23,1,0,1
1641,36,40,1,0,1
2521,59,48,1,0,0
1979,80,48,1,0,1
539,30,11,1,0,1
2123,67,36,1,0,1
1578,98,33,1,0,0
2790,23,37,1,0,0
1685,37,26,1,0,1
1671,15,0,1,0,1
2966,56,42,1,0,0
2716,50,46,1,0,1
823,45,44,1,0,0
866,45,27,1,0,0
456,49,49,1,0,1
1653,98,49,1,0,1
1000,48,44,1,0,1
1270,27,0,1,0,1
2388,40,16,1,0,0
2986,8,41,1,0,0
2513,99,32,1,0,0
1207,39,38,1,0,1
1208,66,6,1,0,0
1628,65,20,1,0,1
2983,74,29,1,0,0
2589,2,36,1,0,0
301,17,27,1,0,1
513,39,1,1,0,0
1883,26,20,1,0,0
1941,4,38,1,0,1
929,20,1,1,0,1
1850,73,37,1,0,1
2363,58,39,1,0,0
1759,28,18,1,0,1
1066,31,36,1,0,0
1599,83,1,1,0,0
2418,55,30,1,0,1
1904,56,44,1,0,0
2755,79,0,1,0,0
330,38,23,1,0,1
1111,68,44,1,0,1
1593,73,12,1,0,0
456,33,27,1,0,0
373,45,42,1,0,0
1425,57,42,1,0,0
2979,14,12,1,0,1
724,91,33,1,0,1
2947,33,9,1,0,0
1610,43,7,1,0,1
856,41,0,1,0,1
2379,33,27,1,0,1
2136,22,28,1,0,0
2084,27,11,1,0,1
1206,68,25,1,0,1
934,91,10,1,0,0
2725,84,46,1,0,0
2191,46,48,1,0,0
2275,27,26,1,0,0
679,86,13,1,0,1
1345,64,42,1,0,0
1743,47,9,1,0,1
971,36,45,1,0,1
956,92,28,1,0,1
2827,67,39,1,0,0
319,54,38,1,0,0
2960,46,45,1,0,0
2340,19,30,1,0,1
1647,76,5,1,0,1
711,49,26,1,0,0
782,99,36,1,0,0
1598,86,46,1,0,1
2650,12,16,1,0,1
1383,10,48,1,0,1
633,23,16,1,0,0
2820,13,5,1,0,0
2550,57,34,1,0,1
2007,43,46,1,0,0
742,36,40,1,0,1
2026,7,24,1,0,1
1716,96,38,1,0,0
1166,98,48,1,0,0
1390,70,2,1,0,0
408,82,30,1,0,1
1052,68,6,1,0,0
1202,49,42,1,0,1
2491,10,6,1,0,1
1060,30,39,1,0,0
1748,92,11,1,0,1
1360,36,9,1,0,1
416,43,17,1,0,0
629,97,42,1,0,0
861,73,49,1,0,0
467,72,37,1,0,1
912,36,8,1,0,1
2612,42,13,1,0,1
885,51,13,1,0,0
2007,26,26,1,0,1
1453,67,8,1,0,0
1321,1,44,1,0,1
390,40,23,1,0,0
1184,53,16,1,0,1
511,41,38,1,0,1
2481,35,26,1,0,1
1251,82,2,1,0,1
1409,62,30,1,0,0
1086,73,19,1,0,0
1313,83,40,1,0,0
2979,20,8,1,0,1
2578,12,40,1,0,1
2523,5,12,1,0,0
1020,71,6,1,0,0
2941,20,21,1,0,1
1214,80,46,1,0,0
788,84,46,1,0,0
949,14,30,1,0,1
332,87,15,1,0,1
585,40,0,1,0,0
1574,68,18,1,0,1
1294,43,5,1,0,1
1789,26,46,1,0,0
363,11,27,1,0,0
766,57,19,1,0,1
1889,62,17,1,0,1
648,32,29,1,0,1
2328,28,3,1,0,0
2115,74,14,1,0,0
1118,51,26,1,0,1
2883,66,23,1,0,0
412,65,3,1,0,0
1621,86,14,1,0,1
2527,11,22,1,0,1
847,51,17,1,0,0
2534,49,15,1,0,0
478,59,20,1,0,1
730,47,6,1,0,0
2738,39,44,1,0,1
2964,76,16,1,0,1
1375,17,40,1,0,0
1714,76,49,1,0,1
2601,11,30,1,0,0
2718,32,4,1,0,1
1992,88,38,1,0,0
1538,25,32,1,0,0
1718,67,20,1,0,1
726,88,40,1,0,0
904,14,38,1,0,0
667,15,48,1,0,1
935,72,47,1,0,1
1619,51,48,1,0,1
1779,22,35,1,0,0
2317,56,46,1,0,0
1663,95,28,1,0,0
1169,74,13,1,0,0
1090,90,36,1,0,0
1206,69,20,1,0,0
455,29,0,1,0,0
2858,18,8,1,0,0
2136,83,16,1,0,1
1507,84,23,1,0,0
2693,96,24,1,0,0
856,16,4,1,0,1
2215,67,39,1,0,1
2807,56,48,1,0,0
1141,14,30,1,0,1
920,84,49,1,0,0
986,81,31,1,0,0
2425,51,1,1,0,1
812,46,39,1,0,0
1488,63,23,1,0,1
1013,99,19,1,0,0
611,26,27,1,0,1
1722,35,49,1,0,1
2404,33,7,1,0,0
2170,23,17,1,0,1
1702,98,39,1,0,0
2005,69,44,1,0,1
2792,94,15,1,0,1
510,52,33,1,0,0
2243,7,2,1,0,1
334,4,14,1,0,1
1314,14,6,1,0,1
2516,31,14,1,0,1
2126,30,16,1,0,1
1213,42,43,1,0,0
2778,86,33,1,0,1
700,7,34,1,0,0
1342,9,9,1,0,0
943,41,12,1,0,0
1018,67,36,1,0,0
2905,94,7,1,0,0
1227,98,23,1,0,0
2300,56,12,1,0,0
1867,74,32,1,0,0
1320,42,14,1,0,1
780,27,30,1,0,0
2689,7,0,1,0,0
2241,3,18,1,0,1
1620,17,17,1,0,0
1537,44,47,1,0,1
2306,48,44,1,0,0
2651,85,48,1,0,1
1866,14,5,1,0,1
661,17,20,1,0,1
1376,35,3,1,0,1
1378,91,12,1,0,1
1076,33,34,1,0,0
2752,23,40,1,0,0
695,36,20,1,0,1
702,47,1,1,0,0
2332,26,45,1,0,0
932,22,0,1,0,0
2492,57,12,1,0,0
1779,27,4,1,0,1
1533,77,16,1,0,1
1844,65,25,1,0,1
2032,26,33,1,0,1
1584,14,36,1,0,1
728,72,1,1,0,1
1234,13,21,1,0,1
2615,8,3,1,0,0
2282,27,15,1,0,1
1303,12,6,1,0,0
1805,84,33,1,0,0
2750,95,2,1,0,1
1258,8,17,1,0,1
1371,55,8,1,0,0
843,94,6,1,0,1
1804,10,30,1,0,1
1537,65,8,1,0,1
489,38,8,1,0,1
2375,43,29,1,0,0
1963,70,39,1,0,1
2416,6,29,1,0,1
2266,84,1,1,0,1
553,99,17,1,0,1
929,70,23,1,0,1
2951,83,45,1,0,1
1837,52,24,1,0,0
714,96,41,1,0,1
580,75,12,1,0,0
405,3,38,1,0,1
1991,40,5,1,0,1
865,15,33,1,0,1
1232,99,26,1,0,0
715,42,34,1,0,1
1947,38,30,1,0,1
650,72,23,1,0,1
2808,18,16,1,0,0
324,17,45,1,0,1
487,48,20,1,0,1
2578,90,47,1,0,0
1614,14,37,1,0,0
914,29,9,1,0,1
2473,6,6,1,0,0
1965,5,36,1,0,1
2792,49,20,1,0,1
